code,species_name
PMCYP03DL0,CAREtenu - Sparse-Flowered Sedge (Carex tenuiflora) - S1
PMCYP03DQ0,CAREtinc - Tinged Sedge (Carex tincta) - S1
PMCYP03K80,CAREtons - Deep Green Sedge (Carex tonsa) - S5
PMCYP03BT0,CAREtoru - Deep Green Sedge (Carex tonsa var. rugosperma) - SNR
PMCYP03DS0,CAREtoto - Shaved Sedge (Carex tonsa var. tonsa) - S5
PMCYP03DU0,CAREtort - Twisted Sedge (Carex torta) - S5
PMCYP03DW0,CAREtrib - Blunt Broom Sedge (Carex tribuloides) - S3
PMCYP03DW2,CAREtrtr - Blunt Broom Sedge (Carex tribuloides var. tribuloides) - S3
PMCYP03E02,CAREtris - Three-seeded Sedge (Carex trisperma) - S5
PMCYP03E10,CAREtuck - Tuckerman's Sedge (Carex tuckermanii) - S3
PMCYP03E60,CAREumbe - Umbellate Sedge (Carex umbellata) - S4
PMCYP03H90,CAREutri - Northern Beaked Sedge (Carex utriculata) - S5
PMCYP03KN0,CAREvaci - Estuarine Sedge (Carex vacillans) - S1S3
PMCYP03EE0,CAREvesi - Inflated Sedge (Carex vesicaria) - S4
PMCYP03EK0,CAREvire - Ribbed Sedge (Carex virescens) - SNA
PMCYP03EM0,CAREviri - Greenish Sedge (Carex viridula) - S4
PMCYP03EM4,CAREvibr - Greenish Sedge (Carex viridula ssp. brachyrrhyncha) - S1
PMCYP03EM2,CAREvioe - Greenish Sedge (Carex viridula ssp. oedocarpa) - SNA
PMCYP03EM6,CAREviel - Greenish Sedge (Carex viridula var. elatior) - S1
PMCYP03EM1,CAREvisa - Greenish Sedge (Carex viridula var. saxilittoralis) - S1
PMCYP03EM3,CAREvivi - Greenish Sedge (Carex viridula var. viridula) - S4
PMCYP03M30,CAREvulp - Fox Sedge (Carex vulpinoidea) - S4
PMCYP03C92,CAREwapo - Dawn-land Sedge (Carex waponahkikensis) - SNA
PMCYP03ES0,CAREwieg - Wiegand's Sedge (Carex wiegandii) - S4
PMCYPUNK11,CARExal - Alsatian Sedge (Carex x alsatica) - SNA
PMCYP03HW0,CARExkn - a Hybrid Sedge (Carex x knieskernii) - SNA
PMCYP03JQ0,CARExli - a hybrid sedge (Carex x limosoides) - SNA
PMCYP03JM0,CARExsa - a Hybrid Sedge (Carex x saxenii) - SNA
PMCYP03JP0,CARExsp - a Hybrid Sedge (Carex x spiculosa) - SNA
PMCYP03KJ0,CARExst - a Hybrid Sedge (Carex x stenolepis) - SNA
PMCYP03JU0,CARExsu - a Hybrid Sedge (Carex x subviridula) - SNA
PMCYP04050,CLADmari - Smooth Twigrush (Cladium mariscoides) - S5
PMCYP060N0,CYPEdent - Toothed Flatsedge (Cyperus dentatus) - S4
PMCYP060P0,CYPEdian - Low Flatsedge (Cyperus diandrus) - S1
PMCYP06100,CYPEescu - Perennial Yellow Nutsedge (Cyperus esculentus) - SNA
PMCYP06101,CYPEesle - Perennial Yellow Nutsedge (Cyperus esculentus var. leptostachyus) - SNA
PMCYP061Z0,CYPElupu - Hop Flatsedge (Cyperus lupulinus) - S1
PMCYP061Z1,CYPElulu - Slender Flatsedge (Cyperus lupulinus ssp. lupulinus) - SNA
PMCYP061Z2,CYPEluma - Hop Flatsedge (Cyperus lupulinus ssp. macilentus) - S1
PMCYP064B0,CYPEsqua - Awned Flatsedge (Cyperus squarrosus) - SNA
PMCYP08010,DULIarun - Three-Way Sedge (Dulichium arundinaceum) - S5
PMCYP08011,DULIarar - Threeway Sedge (Dulichium arundinaceum var. arundinaceum) - S5
PMCYP09010,ELEOacic - Needle Spikerush (Eleocharis acicularis) - S5
PMCYP090K0,ELEOelli - Elliptic Spikerush (Eleocharis elliptica) - S5
PMCYP090P0,ELEOeryt - Red-stemmed Spikerush (Eleocharis erythropoda) - S1
PMCYP090Q0,ELEOfall - Creeping Spikerush (Eleocharis fallax) - S1
PMCYP092F0,ELEOflav - Pale Spikerush (Eleocharis flavescens) - S3
PMCYP091A0,ELEOflol - Bright-green Spikerush (Eleocharis flavescens var. olivacea) - S3
PMCYP09180,ELEOniti - Quill Spikerush (Eleocharis nitida) - S3
PMCYP09190,ELEOobtu - Blunt Spikerush (Eleocharis obtusa) - S5
PMCYP09230,ELEOovat - Ovate Spikerush (Eleocharis ovata) - S2S3
PMCYP092N0,ELEOpalu - Common Spikerush (Eleocharis palustris) - S5
PMCYP091G0,ELEOparv - Dwarf Spikerush (Eleocharis parvula) - S4
PMCYP091J0,ELEOquad - Squarestem Spikerush (Eleocharis quadrangulata) - SNA
PMCYP091K0,ELEOquin - Few-flowered Spikerush (Eleocharis quinqueflora) - S3
PMCYP091N0,ELEOrobb - Robbins' Spikerush (Eleocharis robbinsii) - S4
PMCYP091P0,ELEOrost - Beaked Spikerush (Eleocharis rostellata) - S3
PMCYP091S0,ELEOtenu - Slender Spikerush (Eleocharis tenuis) - S5
PMCYP091S3,ELEOteps - Winged Spikerush (Eleocharis tenuis var. pseudoptera) - SU
PMCYP091S4,ELEOtete - Slender Spikerush (Eleocharis tenuis var. tenuis) - S5
PMCYP091V0,ELEOtube - Tubercled Spike-rush (Eleocharis tuberculosa) - S2
PMCYP092M0,ELEOunig - Single-glumed Spikerush (Eleocharis uniglumis) - S4S5
PMCYP0A030,ERIOangu - Narrow-leaved Cottongrass (Eriophorum angustifolium) - S5
PMCYP0A037,ERIOanan - Narrowleaf Cotton-grass (Eriophorum angustifolium ssp. angustifolium) - S5
PMCYP0A0Q0,ERIOcham - Russet Cotton-Grass (Eriophorum chamissonis) - SNA
PMCYP0A080,ERIOgrac - Slender Cottongrass (Eriophorum gracile) - S3
PMCYP0A082,ERIOgrgr - Slender Cottongrass (Eriophorum gracile ssp. gracile) - S3
PMCYP0A090,ERIOruss - Russet Cottongrass (Eriophorum russeolum) - S4
PMCYP0A091,ERIOrual - Smooth-fruited Russet Cottongrass (Eriophorum russeolum ssp. albidum) - SNR
PMCYP0A093,ERIOruru - Russet Cottongrass (Eriophorum russeolum ssp. russeolum) - S4
PMCYP0A0B0,ERIOtene - Rough Cottongrass (Eriophorum tenellum) - S4S5
PMCYP0A033,ERIOtris - Tall Cottongrass (Eriophorum triste) - SNA
PMCYP0A0C0,ERIOvagi - Tussock Cottongrass (Eriophorum vaginatum) - S5
PMCYP0A0C1,ERIOvasp - Dense Cottongrass (Eriophorum vaginatum ssp. spissum) - S5
PMCYP0A0D0,ERIOvirg - Tawny Cottongrass (Eriophorum virginicum) - S5
PMCYP0A0E0,ERIOviri - Green-keeled Cottongrass (Eriophorum viridicarinatum) - S4
PMCYP0A0M0,ERIOxpy - a Hybrid Cottongrass (Eriophorum x pylaieanum) - SNA
PMCYP0B030,FIMBautu - Slender Fimbry (Fimbristylis autumnalis) - S1
PMCYP0N010,RHYNalba - White Beakrush (Rhynchospora alba) - S5
PMCYP0N070,RHYNcapi - Slender Beakrush (Rhynchospora capillacea) - S1
PMCYP0N080,RHYNcapi - Small-headed Beakrush (Rhynchospora capitellata) - S4
PMCYP0N0U0,RHYNfusc - Brown Beakrush (Rhynchospora fusca) - S4
PMCYP0N1D0,RHYNmacr - Tall Beakrush (Rhynchospora macrostachya) - S1
PMCYP0Q1F0,SCHOsmit - Smith's Bulrush (Schoenoplectiella smithii) - SNA
PMCYP0Q1F3,SCHOsmle - Smith's Bulrush (Schoenoplectiella smithii var. leviseta) - SNA
PMCYP0Q012,SCHOacut - Hardstem Bulrush (Schoenoplectus acutus) - S4
PMCYP0Q011,SCHOacac - Hardstem Bulrush (Schoenoplectus acutus var. acutus) - S4
PMCYP0Q020,SCHOamer - Olney's Bulrush (Schoenoplectus americanus) - S3
PMCYP0Q180,SCHOpung - Three-square Bulrush (Schoenoplectus pungens) - S5
PMCYP0Q183,SCHOpupu - Three-Square (Schoenoplectus pungens var. pungens) - S5
PMCYP0Q1G0,SCHOsubt - Water Bulrush (Schoenoplectus subterminalis) - S5
PMCYP0Q1H0,SCHOtabe - Softstem Bulrush (Schoenoplectus tabernaemontani) - S5
PMCYP0Q1J0,SCHOtorr - Torrey's Bulrush (Schoenoplectus torreyi) - S1
PMCYP0Q040,SCIRatro - Black-girdled Bulrush (Scirpus atrocinctus) - S5
PMCYP0Q050,SCIRatro - Dark-green Bulrush (Scirpus atrovirens) - S1
PMCYP0Q0F0,SCIRcype - Common Woolly Bulrush (Scirpus cyperinus) - S5
PMCYP0Q0M0,SCIRexpa - Woodland Bulrush (Scirpus expansus) - SH
PMCYP0Q0Q0,SCIRgeor - Georgia Bulrush (Scirpus georgianus) - SNA
PMCYP0Q0S0,SCIRhatt - Mosquito Bulrush (Scirpus hattorianus) - S5
PMCYP0Q0Y0,SCIRlong - Long's Bulrush (Scirpus longii) - S3
PMCYP0Q100,SCIRmicr - Small-fruited Bulrush (Scirpus microcarpus) - S5
PMCYP0Q150,SCIRpedi - Stalked Bulrush (Scirpus pedicellatus) - S2S3
PMCYP0Q160,SCIRpend - Hanging Bulrush (Scirpus pendulus) - SNA
PMCYP0A010,TRICalpi - Alpine Clubrush (Trichophorum alpinum) - S4
PMCYP0Q060,TRICcesp - Tufted Clubrush (Trichophorum cespitosum) - S5
PMERI010B0,ERIOaqua - White Buttons (Eriocaulon aquaticum) - S5
PMHAE01010,LACHcaro - Redroot (Lachnanthes caroliniana) - S2
PMHYD03030,ELODcana - Canada Waterweed (Elodea canadensis) - S4
PMHYD03080,ELODnutt - Nuttall's Waterweed (Elodea nuttallii) - S1
PMHYD0A010,VALLamer - Wild Celery (Vallisneria americana) - S2S3
PMIRI090X1,IRIShook - Hooker's Iris (Iris hookeri) - S4
PMIRI090S0,IRISpris - Slender Blue Flag (Iris prismatica) - S1
PMIRI090T0,IRISpseu - Yellow Iris (Iris pseudacorus) - SNA
PMIRI09160,IRISvers - Harlequin Blue Flag (Iris versicolor) - S5
PMIRI0D020,SISYalbi - White Blue-Eyed-Grass (Sisyrinchium albidum) - SNA
PMIRI0D030,SISYangu - Narrow-leaved Blue-eyed-grass (Sisyrinchium angustifolium) - S4
PMIRI0D060,SISYatla - Eastern Blue-Eyed-Grass (Sisyrinchium atlanticum) - S3S4
PMIRI0D1R0,SISYfusc - Coastal Plain Blue-eyed-grass (Sisyrinchium fuscatum) - S1
PMIRI0D110,SISYmont - Mountain Blue-eyed-grass (Sisyrinchium montanum) - S5
PMIRI0D111,SISYmocr - Mountain Blue-eyed-grass (Sisyrinchium montanum var. crebrum) - S5
PMIRI0D112,SISYmomo - Mountain Blue-eyed-grass (Sisyrinchium montanum var. montanum) - SU
PMJCG02020,TRIGgasp - Gaspé Arrowgrass (Triglochin gaspensis) - S3S4
PMJCG02090,TRIGgama - a hybrid Arrow-Grass (Triglochin gaspensis x maritima) - SNA
PMJCG02070,TRIGmari - Seaside Arrowgrass (Triglochin maritima) - S5
PMJCG02040,TRIGpalu - Marsh Arrowgrass (Triglochin palustris) - S4
PMJUN01030,JUNCacum - Sharp-Fruit Rush (Juncus acuminatus) - S3S4
PMJUN01370,JUNCalpi - Northern Green Rush (Juncus alpinoarticulatus) - S2
PMJUN01372,JUNCalam - Northern Green Rush (Juncus alpinoarticulatus ssp. americanus) - S2
PMJUN012S5,JUNCanth - Greater Poverty Rush (Juncus anthelatus) - S1?
PMJUN01090,JUNCarti - Jointed Rush (Juncus articulatus) - S5
PMJUN01091,JUNCarar - Jointed Rush (Juncus articulatus ssp. articulatus) - S5
PMJUN010A0,JUNCbalt - Baltic Rush (Juncus balticus) - S5
PMJUN010A2,JUNCbali - Shoreline Rush (Juncus balticus ssp. littoralis) - S5
PMJUN010E0,JUNCbrac - Small-Head Rush (Juncus brachycephalus) - S1
PMJUN013D0,JUNCbrev - Narrow-Panicled Rush (Juncus brevicaudatus) - S5
PMJUN010J0,JUNCbufo - Toad Rush (Juncus bufonius) - S5
PMJUN013F0,JUNCbulb - Bulbous Rush (Juncus bulbosus) - S1S2
PMJUN010K0,JUNCcaes - New Jersey Rush (Juncus caesariensis) - S3
PMJUN010L0,JUNCcana - Canada Rush (Juncus canadensis) - S5
PMJUN010R0,JUNCcomp - Flattened Rush (Juncus compressus) - SNA
PMJUN0111D,JUNCcong - Compact Rush (Juncus conglomeratus) - SNA
PMJUN01390,JUNCdudl - Dudley's Rush (Juncus dudleyi) - S4
PMJUN01110,JUNCeffu - Soft Rush (Juncus effusus) - S5
PMJUN0111F,JUNCefef - Soft Rush (Juncus effusus ssp. effusus) - SNR
PMJUN0111B,JUNCefso - Soft Rush (Juncus effusus ssp. solutus) - S5
PMJUN01150,JUNCfili - Thread Rush (Juncus filiformis) - S5
PMJUN01180,JUNCgera - Black-Grass Rush (Juncus gerardi) - S5
PMJUN01183,JUNCgege - Blackgrass Rush (Juncus gerardi ssp. gerardi) - S5
PMJUN011A0,JUNCgree - Greene's Rush (Juncus greenei) - S2
PMJUN011J0,JUNCinte - Inland Rush (Juncus interior) - SNA
PMJUN011S0,JUNCmarg - Grassleaf Rush (Juncus marginatus) - S4
PMJUN011Y0,JUNCmili - Bayonet Rush (Juncus militaris) - S5
PMJUN01420,JUNCminu - Small Toad Rush (Juncus minutulus) - SNA
PMJUN01210,JUNCnodo - Knotted Rush (Juncus nodosus) - S4
PMJUN01270,JUNCpelo - Brown-Fruited Rush (Juncus pelocarpus) - S5
PMJUN0111J,JUNCpyla - Pylaei's Rush (Juncus pylaei) - S4S5
PMJUN013U0,JUNCrana - Seaside Rush (Juncus ranarius) - S2S3
PMJUN012K0,JUNCsecu - Secund Rush (Juncus secundus) - S1
PMJUN012N0,JUNCstyg - Moor Rush (Juncus stygius) - S3
PMJUN012N1,JUNCstam - Moor Rush (Juncus stygius ssp. americanus) - S3
PMJUN012P0,JUNCsubc - Woods-Rush (Juncus subcaudatus) - S3S4
PMJUN01430,JUNCtenu - Slender Rush (Juncus tenuis) - S5
PMJUN01340,JUNCvase - Vasey Rush (Juncus vaseyi) - S1
PMJUN013P0,JUNCxfu - a Hybrid Rush (Juncus x fulvescens) - SNA
PMJUN013R0,JUNCxle - a Hybrid Rush (Juncus x lemieuxii) - SNA
PMJUN013G0,JUNCxno - a Hybrid Rush (Juncus x nodosiformis) - SNA
PMJUN02010,LUZUacum - Hairy Woodrush (Luzula acuminata) - S5
PMJUN02011,LUZUacac - Hairy Woodrush (Luzula acuminata ssp. acuminata) - S5
PMJUN02050,LUZUcamp - Pale Woodrush (Luzula campestris) - SNA
PMJUN02054,LUZUcaca - Field Woodrush (Luzula campestris ssp. campestris) - SNA
PMJUN020U0,LUZUcong - Northern Wood-Rush (Luzula congesta) - SNA
PMJUN020E0,LUZUluzu - Forest Woodrush (Luzula luzuloides) - SNA
PMJUN020E1,LUZUlulu - Forest Woodrush (Luzula luzuloides ssp. luzuloides) - SNA
PMJUN02090,LUZUmult - Common Woodrush (Luzula multiflora) - S5
PMJUN02092,LUZUmufr - Common Woodrush (Luzula multiflora ssp. frigida) - S4?
PMJUN02091,LUZUmumu - Common Woodrush (Luzula multiflora ssp. multiflora) - S5
PMJUN02052,LUZUpall - Pale European Woodrush (Luzula pallescens) - SNA
PMJUN020G0,LUZUparv - Small-flowered Woodrush (Luzula parviflora) - S3S4
PMJUN020G2,LUZUpame - Black-fruited Woodrush (Luzula parviflora ssp. melanocarpa) - S3S4
PMJUN020K0,LUZUspic - Spiked Woodrush (Luzula spicata) - S2
PMJUN020K1,LUZUspsp - Spiked Woodrush (Luzula spicata ssp. spicata) - S2
PMJUN012X0,OREOtrif - Highland Rush (Oreojuncus trifidus) - S3
PMLEM01020,LEMNmino - Lesser Duckweed (Lemna minor) - SNA
PMLEM01070,LEMNtris - Star Duckweed (Lemna trisulca) - S4
PMLEM010A0,LEMNturi - Turion Duckweed (Lemna turionifera) - S5
PMLEM02010,SPIRpoly - Great Duckweed (Spirodela polyrhiza) - S4?
PMLIL02220,ALLIsati - Cultivated Garlic (Allium sativum) - SNA
PMLIL02230,ALLIscho - Wild Chives (Allium schoenoprasum) - S1?
PMLIL02235,ALLIscsc - Wild Chives (Allium schoenoprasum var. schoenoprasum) - SNA
PMLIL02233,ALLIscsi - Wild Chives (Allium schoenoprasum var. sibiricum) - S1?
PMLIL02340,ALLItric - Wild Leek (Allium tricoccum) - S2
PMLIL020C0,ALLItrbu - Narrow-leaved Wild Leek (Allium tricoccum var. burdickii) - SNA
PMLIL022E0,ALLItrtr - Wild Leek (Allium tricoccum var. tricoccum) - S2
PMLIL08030,ASPAoffi - Garden Asparagus (Asparagus officinalis) - SNA
PMLIL0H020,CLINbore - Yellow Bluebead Lily (Clintonia borealis) - S5
PMLIL0K040,CONVmaja - European Lily-of-the-Valley (Convallaria majalis) - SNA
PMLIL0K010,CONVmama - European Lily-of-the-Valley (Convallaria majalis var. majalis) - SNA
PMLIL0U020,ERYTamer - Yellow Trout Lily (Erythronium americanum) - S4S5
PMLIL0U021,ERYTamam - Yellow Trout Lily (Erythronium americanum ssp. americanum) - S4S5
PMLIL11010,HEMEfulv - Orange Day Lily (Hemerocallis fulva) - SNA
PMLIL11020,HEMElili - Yellow Day lily (Hemerocallis lilioasphodelus) - SNA
PMLIL19010,LEUCaest - Summer Snowflake (Leucojum aestivum) - SNA
PMLIL1A030,LILIcana - Canada Lily (Lilium canadense) - S2
PMLIL1A0B0,LILIlanc - Tiger Lily (Lilium lancifolium) - SNA
PMLIL2N010,LOPHaure - Goldencrest (Lophiola aurea) - S2
PMLIL1D010,MAIAcana - Wild Lily-of-The-Valley (Maianthemum canadense) - S5
PMLIL1D011,MAIAcaca - Wild Lily-of-the-valley (Maianthemum canadense ssp. canadense) - S5
PMLIL1D032,MAIArace - Large False Solomon's Seal (Maianthemum racemosum) - S4S5
PMLIL1D040,MAIAstel - Starry False Solomon's Seal (Maianthemum stellatum) - S4
PMLIL1D050,MAIAtrif - Three-leaved False Soloman's Seal (Maianthemum trifolium) - S5
PMLIL1E010,MEDEvirg - Cucumber Root (Medeola virginiana) - S5
PMLIL1J030,MUSCbotr - Common Grape Hyacinth (Muscari botryoides) - SNA
PMLIL1N030,ORNIumbe - Common Star-Of-Bethlehem (Ornithogalum umbellatum) - SNA
PMLIL1Q060,POLYbifl - Common Soloman's Seal (Polygonatum biflorum) - SNA
PMLIL1Q012,POLYbico - Common Soloman's Seal (Polygonatum biflorum var. commutatum) - SNA
PMLIL1Q050,POLYpube - Hairy Soloman's Seal (Polygonatum pubescens) - S4S5
PMLIL1X010,STREampl - Clasping-leaved Twisted-stalk (Streptopus amplexifolius) - S4S5
PMLIL1X020,STRElanc - Rose Twisted-stalk (Streptopus lanceolatus) - S5
PMLIL1X023,STRElala - Lance-Leaf Twistedstalk (Streptopus lanceolatus var. lanceolatus) - S5
PMLIL1X040,STREXor - Twisted Stalk hybrid (Streptopus x oreopolus) - SNA
PMLIL1Y035,TRIAglut - Sticky False-Asphodel (Triantha glutinosa) - S1
PMLIL200Z0,TRILundu - Painted Trillium (Trillidium undulatum) - S5
PMLIL20040,TRILcern - Nodding Trillium (Trillium cernuum) - S4
PMLIL200A0,TRILerec - Red Trillium (Trillium erectum) - S4
PMLIL200E0,TRILgran - White Trillium (Trillium grandiflorum) - S1
PMLIL24050,UVULsess - Sessile-leaved Bellwort (Uvularia sessilifolia) - S4S5
PMLIL25070,VERAviri - Green False Hellebore (Veratrum viride) - S1
PMLIL25071,VERAvivi - American False Hellebore (Veratrum viride var. viride) - S1
PMNAJ01020,NAJAflex - Slender Naiad (Najas flexilis) - S5
PMNAJ01030,NAJAgrac - Thread-Like Naiad (Najas gracillima) - S2S3
PMORC04010,ARETbulb - Arethusa (Arethusa bulbosa) - S4
PMORC0C040,CALOtube - Tuberous Grass Pink (Calopogon tuberosus) - S4S5
PMORC0C042,CALOtutu - Tuberous Grass Pink (Calopogon tuberosus var. tuberosus) - S4S5
PMORC0D010,CALYbulb - Calypso (Calypso bulbosa) - SNA
PMORC0D011,CALYbuam - Calypso (Calypso bulbosa var. americana) - SNA
PMORC0K010,COELviri - Long-bracted Frog Orchid (Coeloglossum viride) - S3
PMORC0M010,CORAmacu - Spotted Coralroot (Corallorhiza maculata) - S4
PMORC0M012,CORAmama - Spotted Coralroot (Corallorhiza maculata var. maculata) - S4
PMORC0M011,CORAmaoc - Spotted Coralroot (Corallorhiza maculata var. occidentalis) - SNR
PMORC0M050,CORAtrif - Early Coralroot (Corallorhiza trifida) - S4
PMORC0Q010,CYPRacau - Pink Lady's-Slipper (Cypripedium acaule) - S5
PMORC0Q020,CYPRarie - Ram's-Head Lady's-Slipper (Cypripedium arietinum) - S1S2
PMORC0Q090,CYPRparv - Yellow Lady's-slipper (Cypripedium parviflorum) - S3
PMORC0Q093,CYPRpama - Small Yellow Lady's-Slipper (Cypripedium parviflorum var. makasin) - S2
PMORC0Q092,CYPRpapu - Yellow Lady's-slipper (Cypripedium parviflorum var. pubescens) - S2
PMORC0Q0D0,CYPRregi - Showy Lady's-Slipper (Cypripedium reginae) - S2
PMORC11020,EPIPhell - Helleborine (Epipactis helleborine) - SNA
PMORC16010,GALEspec - Showy Orchis (Galearis spectabilis) - SNA
PMORC17010,GOODoblo - Menzies' Rattlesnake-plantain (Goodyera oblongifolia) - S3
PMORC17020,GOODpube - Downy Rattlesnake-Plantain (Goodyera pubescens) - S2S3
PMORC17030,GOODrepe - Lesser Rattlesnake-plantain (Goodyera repens) - S3S4
PMORC17040,GOODtess - Checkered Rattlesnake-Plantain (Goodyera tesselata) - S4
PMORC1M040,LIPAloes - Loesel's Twayblade (Liparis loeselii) - S3S4
PMORC1R0N0,MALAbaya - Bayard's Malaxis (Malaxis bayardii) - SNA
PMORC1R060,MALAmono - White Adder's-mouth (Malaxis monophyllos) - S1
PMORC1R010,MALAmobr - North American White Adder's-mouth (Malaxis monophyllos var. brachypoda) - S1
PMORC1R0A0,MALAunif - Green Adder's-Mouth (Malaxis unifolia) - S4S5
PMORC1N010,NEOTauri - Auricled Twayblade (Neottia auriculata) - SNA
PMORC1N020,NEOTbifo - Southern Twayblade (Neottia bifolia) - S3
PMORC1N050,NEOTconv - Broad-Lip Twayblade (Neottia convallarioides) - S4
PMORC1N060,NEOTcord - Heart-leaved Twayblade (Neottia cordata) - S4
PMORC1Y150,PLATaqui - Tall Northern Green Orchid (Platanthera aquilonis) - S4
PMORC1Y020,PLATblep - White Fringed Orchid (Platanthera blephariglottis) - S4S5
PMORC1Y023,PLATblbl - White Fringed Orchid (Platanthera blephariglottis var. blephariglottis) - S4S5
PMORC1Y050,PLATclav - Club Spur Orchid (Platanthera clavellata) - S5
PMORC1Y1F0,PLATdila - White Bog Orchid (Platanthera dilatata) - S4S5
PMORC1Y072,PLATdidi - White Bog Orchid (Platanthera dilatata var. dilatata) - S4S5
PMORC1Y080,PLATflav - Southern Rein-Orchid (Platanthera flava) - S3
PMORC1Y081,PLATflfl - Southern Rein Orchid (Platanthera flava var. flava) - S2
PMORC1Y082,PLATflhe - Pale Green Orchid (Platanthera flava var. herbiola) - S2
PMORC1Y090,PLATgran - Large Purple Fringed Orchid (Platanthera grandiflora) - S3
PMORC1Y140,PLATgrla - Keenan's Hybrid Orchis (Platanthera grandiflora x lacera) - SNA
PMORC1Y0A0,PLAThook - Hooker's Orchid (Platanthera hookeri) - S3
PMORC1Y0B2,PLAThuro - Fragrant Green Orchid (Platanthera huronensis) - S1S2
PMORC1Y190,PLAThype - Leafy Northern Green Orchis (Platanthera hyperborea) - SNA
PMORC1Y0E0,PLATlace - Ragged Fringed Orchid (Platanthera lacera) - S4S5
PMORC1Y0F0,PLATleuc - Eastern Prairie White-Fringed Orchid (Platanthera leucophaea) - SNA
PMORC1Y0K1,PLATmacr - Large Round-Leaved Orchid (Platanthera macrophylla) - S2
PMORC1Y0J0,PLATobtu - Blunt-leaved Orchid (Platanthera obtusata) - S3S4
PMORC1Y0J1,PLATobob - Blunt-leaved Orchid (Platanthera obtusata ssp. obtusata) - S3S4
PMORC1Y0K2,PLATorbi - Small Round-leaved Orchid (Platanthera orbiculata) - S3S4
PMORC1Y0M0,PLATpsyc - Small Purple Fringed Orchid (Platanthera psycodes) - S4
PMORC1Y0X0,PLATxan - a hybrid Orchis (Platanthera x andrewsii) - SNA
PMORC21010,POGOophi - Rose Pogonia (Pogonia ophioglossoides) - S4S5
PMORC2B230,SPRAarci - Appalachian Ladies'-tresses (Spiranthes arcisepala) - SU
PMORC2B040,SPIRcase - Case's Ladies'-Tresses (Spiranthes casei) - S2S3
PMORC2B041,SPIRcaca - Case's Ladies'-Tresses (Spiranthes casei var. casei) - S1
PMORC2B042,SPIRcano - Case's Ladies'-Tresses (Spiranthes casei var. novaescotiae) - S2S3
PMORC2B050,SPIRcern - Nodding Ladies'-Tresses (Spiranthes cernua) - S4?
PMORC2B0D0,SPIRlace - Slender Ladies'-tresses (Spiranthes lacera) - S5
PMORC2B0D1,SPIRlagr - Southern Slender Ladies'-Tresses (Spiranthes lacera var. gracilis) - SNA
PMORC2B0D2,SPIRlala - Slender Ladies'-tresses (Spiranthes lacera var. lacera) - S5
PMORC2B0J0,SPIRluci - Shining Ladies'-Tresses (Spiranthes lucida) - S2S3
PMORC2B0M0,SPIRochr - Yellow Ladies'-tresses (Spiranthes ochroleuca) - S3?
PMORC2B0V0,SPIRroma - Hooded Ladies'-Tresses (Spiranthes romanzoffiana) - S4
PMORC2B250,SPIRxbo - Boreal Ladies'-tresses (Spiranthes x borealis) - SNA
PMORC2B170,SPIRxin - Hooded Ladies'-Tresses (Spiranthes x intermedia) - SNA
PMORC2B180,SPIRxsi - a Hybrid Ladies'-tresses (Spiranthes x simpsonii) - SNA
PMPOA03010,AGROcris - Crested Wheat Grass (Agropyron cristatum) - SNA
PMPOA030M1,AGROcrpe - Crested Wheat Grass (Agropyron cristatum ssp. pectinatum) - SNA
PMPOA04080,AGROcani - Velvet Bent Grass (Agrostis canina) - SNA
PMPOA04090,AGROcapi - Colonial Bent Grass (Agrostis capillaris) - SNA
PMPOA040H0,AGROgiga - Redtop (Agrostis gigantea) - SNA
PMPOA040T0,AGROmert - Northern Bent Grass (Agrostis mertensii) - SNA
PMPOA040Z0,AGROpere - Upland Bent Grass (Agrostis perennans) - S5
PMPOA041Q0,AGROscab - Rough Bent Grass (Agrostis scabra) - S5
PMPOA04140,AGROstol - Creeping Bent Grass (Agrostis stolonifera) - S5
PMPOA05010,AIRAcary - Silver Hairgrass (Aira caryophyllea) - SNA
PMPOA05030,AIRAprae - Early Hair Grass (Aira praecox) - SNA
PMPOA07010,ALOPaequ - Short-awned Foxtail (Alopecurus aequalis) - S3S4
PMPOA07013,ALOPaeae - Short-awned Foxtail (Alopecurus aequalis var. aequalis) - S3S4
PMPOA07060,ALOPgeni - Water Foxtail (Alopecurus geniculatus) - SNA
PMPOA07090,ALOPprat - Meadow Foxtail (Alopecurus pratensis) - SNA
PMPOA08050,AMMOaren - European Beach Grass (Ammophila arenaria) - SNA
PMPOA08010,AMMOarar - European Beachgrass (Ammophila arenaria ssp. arenaria) - SNA
PMPOA35020,ANTHhirt - Hairy Sweetgrass (Anthoxanthum hirtum) - SU
PMPOA35040,ANTHnite - Vanilla Sweetgrass (Anthoxanthum nitens) - S4
PMPOA0F020,ANTHodor - Large Sweet Vernal Grass (Anthoxanthum odoratum) - SNA
PMPOA0L010,ARRHelat - Tall Oat Grass (Arrhenatherum elatius) - SNA
PMPOA0L014,ARRHelel - Tall Oatgrass (Arrhenatherum elatius ssp. elatius) - SNA
PMPOA0S030,AVENfatu - Wild Oats (Avena fatua) - SNA
PMPOA0S050,AVENsati - Cultivated Oats (Avena sativa) - SNA
PMPOA22090,AVENflex - Wavy Hairgrass (Avenella flexuosa) - S5
PMPOA0W010,BECKsyzi - American Slough Grass (Beckmannia syzigachne) - SNA
PMPOA12020,BRACaris - Northern Shorthusk (Brachyelytrum aristosum) - S5
